unit	entry	level	scc	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines (crustify-senpass/cpp/sentient.cpp)	rust_home	calls
e388_isSubSet	388/656	1	601	5	dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:60	14626-14631	crates/compiler/deeptools/src/transform/sentient/sync_send_recv_fusion/mod.rs	e229_isIn
e389_runOnOperation	389/656	1	604	26	dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:120	14640-14666	crates/compiler/deeptools/src/transform/sentient/sync_send_recv_fusion/mod.rs	e230_FuseSyncSendRecv,e231_getNextEligableNode
e390_runOn	390/656	1	607	21	dcc/src/Transform/Sentient/ToggleReordering.cpp:200	14675-14696	crates/compiler/deeptools/src/transform/sentient/toggle_reordering/mod.rs	e232_reorderToggle,e233_computeToggleInfoIfIsToggle
e391_getIndexOfEntry	391/656	1	613	6	dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:131	14705-14712	crates/compiler/deeptools/src/transform/sentient/transform_for_exposed_pipeline/mod.rs	e252_size
e392_getQueryKeyAndUnitsFromParentRegion	392/656	1	198	24	dcc/src/Transform/Sentient/Utils.cpp:40	14721-14746	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	e252_size
e393_createSentientForOpWithAdditionalIterArgs	393/656	1	128	59	dcc/src/Transform/Sentient/Utils.cpp:195	14755-14816	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	e252_size
e394_dump	394/656	1	625	6	dcc/src/Transform/Sentient/Utils.cpp:615	14825-14831	crates/compiler/deeptools/src/transform/sentient/utils/units_and_their_values.rs	e252_size
e395_pruneOutOfScopeEntries	395/656	1	228	55	dcc/src/Transform/Sentient/Utils.cpp:635	14840-14896	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	e252_size
e396_replaceValue	396/656	1	366	4	dcc/src/Transform/Sentient/Utils.hpp:175	14905-14909	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	e252_size
e397_runOnOperation	397/656	1	628	6	dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:66	14918-14924	crates/compiler/deeptools/src/transform/sentient/vector_register_initialization/mod.rs	e254_runOn
e398_runOn	398/656	1	631	44	dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:80	14933-14977	crates/compiler/deeptools/src/transform/sentient/vector_register_initialization/mod.rs	e255_isCandidate,e256_markForRegisterInit
e399_getMin	399/656	2	2	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:182	14986-14990	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e400_getMax	400/656	2	3	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:187	14999-15003	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e401_getC1	401/656	2	11	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:246	15012-15016	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e402_getIterArgIndex	402/656	2	12	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:251	15025-15029	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e403_getMin	403/656	2	14	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:320	15038-15042	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e404_getMax	404/656	2	15	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:325	15051-15055	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e405_getMin	405/656	2	17	13	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:360	15064-15077	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e406_getMax	406/656	2	18	13	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:374	15086-15099	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e407_getInit	407/656	2	7	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:388	15108-15112	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e408_getAllConstants	408/656	2	19	16	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:393	15121-15137	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e409_getMin	409/656	2	21	5	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:470	15146-15151	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e410_getMax	410/656	2	22	5	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:476	15160-15165	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e411_getInit	411/656	2	6	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:482	15174-15178	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e412_getMin	412/656	2	24	7	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:566	15187-15194	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e413_getMax	413/656	2	25	7	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:574	15203-15210	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e414_getInit	414/656	2	5	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:582	15219-15223	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e415_isSimpleConstant	415/656	2	29	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:673	15232-15236	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e416_clear_all	416/656	2	35	6	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:886	15245-15251	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e274_validate
e417_isHeadOfLoopingChain	417/656	2	38	7	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:920	15260-15267	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e273_isHeadOfChain
e418_getOffset	418/656	2	42	7	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1073	15276-15283	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e009_createOffsetValue,e257_getBaseAddr
e419_turnHBMConstantOpAddrsToQueryMapsInUniformRegions	419/656	2	95	13	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1579	15292-15306	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e275_turnHBMConstantOpAddrsToQueryMapsHelper
e420_updateImmutableAddr	420/656	2	81	11	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1896	15315-15326	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/simple_constant_data_transfer_updater.rs	e009_createOffsetValue,e257_getBaseAddr
e421_updateConstantMutableAddr	421/656	2	83	23	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1908	15335-15359	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/simple_constant_data_transfer_updater.rs	e009_createOffsetValue,e257_getBaseAddr
e422_insert	422/656	2	59	9	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2169	15368-15377	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/data_transfer_descriptor_container.rs	e274_validate
e423_lookup	423/656	2	64	11	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2179	15386-15398	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/data_transfer_descriptor_container.rs	e274_validate
e424_dump	424/656	2	75	10	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2628	15407-15417	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/simple_constant_descriptor.rs	e278_isValid
e425_dump	425/656	2	68	15	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2780	15426-15441	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/conditional_constant_descriptor.rs	e252_size,e278_isValid,e279_canBeSimplified
e426_dump	426/656	2	67	13	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2954	15450-15463	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/discrete_integer_set_descriptor.rs	e278_isValid,e279_canBeSimplified
e427_dump	427/656	2	71	12	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:3121	15472-15484	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/looping_chain_mutable_addr_descriptor.rs	e278_isValid,e279_canBeSimplified
e428_addToWorkListAndAssignPrecision	428/656	2	101	10	dcc/src/Transform/Sentient/AddressRegisterPrecisionAssignment.cpp:204	15493-15504	crates/compiler/deeptools/src/transform/sentient/address_register_precision_assignment/mod.rs	e283_assignPrecision
e429_runOnOperation	429/656	2	105	40	dcc/src/Transform/Sentient/AnnotateMacXRFWtRange.cpp:116	15513-15553	crates/compiler/deeptools/src/transform/sentient/annotate_mac_xrf_wt_range/mod.rs	e284_annotateMacOp
e430_runOn	430/656	2	108	21	dcc/src/Transform/Sentient/BurstSplitting.cpp:191	15562-15583	crates/compiler/deeptools/src/transform/sentient/burst_splitting/mod.rs	e285_runOn
e431_processLeaf	431/656	2	145	64	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1023	15592-15660	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e288_createTableEntryAtIdx
e432_transformInContiguousSequenceCase	432/656	2	137	321	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1597	15669-15992	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e032_findExistingIterArg,e033_replaceResultByIterArg,e034_replaceIfOpByIterArg,e035_replacePredicateIVByIterArg,e036_checkCascadingArgUses,e252_size,e393_createSentientForOpWithAdditionalIterArgs
e433_transformInMonotoneSequenceCase	433/656	2	132	91	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1923	16001-16093	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e032_findExistingIterArg,e033_replaceResultByIterArg,e034_replaceIfOpByIterArg,e252_size,e393_createSentientForOpWithAdditionalIterArgs
e434_parseSequence	434/656	2	139	176	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2177	16102-16281	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e023_incrementLength,e024_incrementIntervalMarker,e028_getPrevVal,e029_getEV,e287_getTableEntryAtIdx,e290_insertSequence
e435_codeGenGenericNestedIf	435/656	2	127	71	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:2556	16290-16369	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	e293_generateEncodingTuple,e295_codeGenGenericTableSlice
e436_duplicateAndUpdateEntriesOfQueryMapInLocalRegions	436/656	2	151	13	dcc/src/Transform/Sentient/Deuniform.cpp:139	16378-16393	crates/compiler/deeptools/src/transform/sentient/deuniform/mod.rs	e298_duplicateAndUpdateEntriesOfQueryMap
e437_initializeWorkList	437/656	2	161	4	dcc/src/Transform/Sentient/EnhancedDeadVariableElimination.cpp:685	16402-16406	crates/compiler/deeptools/src/transform/sentient/enhanced_dead_variable_elimination/mod.rs	e301_initializeAssignmentForAnOperation
e438_runOn	438/656	2	177	18	dcc/src/Transform/Sentient/ImplicitSyncRE.cpp:58	16415-16433	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/mod.rs	e378_optimize
e439_runOnOperation	439/656	2	190	12	dcc/src/Transform/Sentient/LexicalOrdering.cpp:99	16442-16454	crates/compiler/deeptools/src/transform/sentient/lexical_ordering/mod.rs	e051_runOn,e303_runOn
e440_addToMap	440/656	2	208	25	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:241	16463-16489	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e252_size,e305_getBaseExpr
e441_findDominantValue	441/656	2	212	38	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:480	16498-16538	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e058_areElementSizeIdentical,e060_areReglocalesMatching,e306_getRootIterArg
e442_addResultToYield	442/656	2	220	140	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:961	16547-16690	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e059_getFirstGlobalOrConstantAncestor,e239_getOperationOfBlock,e252_size,e307_cloneValueToRegion,e392_getQueryKeyAndUnitsFromParentRegion
e443_createMapAndQuery	443/656	2	213	43	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:1216	16699-16743	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	e252_size,e392_getQueryKeyAndUnitsFromParentRegion
e444_analyze	444/656	2	227	32	dcc/src/Transform/Sentient/LocalRegionSplittingForValueCommoning.cpp:273	16752-16786	crates/compiler/deeptools/src/transform/sentient/local_region_splitting_for_value_commoning/mod.rs	e061_addLocalRegion,e062_collectUniformMaps,e063_getMaxRegNum,e252_size,e308_cluster
e445_coalesceLoops	445/656	2	252	165	dcc/src/Transform/Sentient/LoopCoalescing.cpp:135	16795-16961	crates/compiler/deeptools/src/transform/sentient/loop_coalescing/mod.rs	e071_getLargestDivisor,e072_isAllLessThanMax,e252_size,e312_splitBounds
e446_subsets	446/656	2	302	12	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:635	16970-16983	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	e252_size,e320_subsetsImpl
e447_splitLoopNWay	447/656	2	303	129	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:858	16992-17122	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	e091_findAllSplitVals,e252_size,e319_getAllTrueIndexOfIfOpsList
e448_performLoopPeeling	448/656	2	315	63	dcc/src/Transform/Sentient/MultiDimLoopPeeling.cpp:543	17131-17194	crates/compiler/deeptools/src/transform/sentient/multi_dim_loop_peeling/loop_peeling_manager.rs	e093_stringifyPeelingType,e095_decrementPredicatesOnIV,e096_simplifyConditionals,e322_copyOneIter
e449_calcSSAWeight	449/656	2	352	9	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:252	17203-17212	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	e327_calcSSAWeight
e450_collectAllRegCoalescingCandidates	450/656	2	357	9	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:361	17221-17230	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	e329_collectAllRegCoalescingCandidates
e451_collectRegInitAndRegCoalescingCandidateFast	451/656	2	360	114	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:548	17239-17354	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	e063_getMaxRegNum,e107_hasUniformizeRegion,e252_size,e330_getNextMaxWeight
e452_postProcessing	452/656	2	376	27	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:1047	17363-17390	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_candidate_promoter.rs	e109_eraseDeletedOps,e326_replaceVirtualAssignTarget,e332_moveSSAToInit
e453_updateRefOpUnrollInfo	453/656	2	326	36	dcc/src/Transform/Sentient/OpRerolling.cpp:139	17399-17440	crates/compiler/deeptools/src/transform/sentient/op_rerolling/mod.rs	e113_isXrfRdOp,e114_isXrfWtOp,e115_reset,e122_incrementUnrollSize,e337_updateUnrollInfo,e338_setUnrollFieldsInStmt
e454_updateRefOpUnrollFields	454/656	2	380	14	dcc/src/Transform/Sentient/OpRerolling.cpp:181	17449-17466	crates/compiler/deeptools/src/transform/sentient/op_rerolling/mod.rs	e115_reset,e338_setUnrollFieldsInStmt
