unit	entry	level	scc	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines (crustify-senpass/cpp/sentient.cpp)	rust_home	calls
e001_invalidate	001/656	0	13	5	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:271	27-32	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e002_getAllConstants	002/656	0	16	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:330	41-45	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e003_invalidate	003/656	0	20	6	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:416	54-60	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e004_invalidate	004/656	0	23	5	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:507	69-74	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e005_invalidate	005/656	0	26	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:600	83-87	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e006_dtor_DataTransferDescriptor	006/656	0	27	3	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:645	96-99	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e007_isPartOfSomeChain	007/656	0	36	5	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:901	108-113	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e008_setChainingInfo	008/656	0	39	10	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:945	122-133	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e009_createOffsetValue	009/656	0	40	14	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1017	142-156	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e010_updateVariableOffsetCalculation	010/656	0	41	3	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1065	165-169	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e011_getOffset	011/656	0	43	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1104	178-182	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e012_getOffset	012/656	0	44	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1133	191-195	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e013_getOffset	013/656	0	45	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1163	204-208	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e014_dump	014/656	0	69	8	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:1666	217-225	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	-
e015_getInit	015/656	0	4	10	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2713	234-244	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/toggle_descriptor.rs	-
e016_ConditionalConstantDescriptor	016/656	0	52	32	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2744	253-288	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/conditional_constant_descriptor.rs	-
e017_getOutermostConstInitialization	017/656	0	49	107	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:2968	297-406	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/discrete_integer_set_descriptor.rs	-
e018_getOutermostConstInitAndLoopingChainIncrement	018/656	0	53	168	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:3134	415-584	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/looping_chain_mutable_addr_descriptor.rs	-
e019_initializePrecision	019/656	0	98	11	dcc/src/Transform/Sentient/AddressRegisterPrecisionAssignment.cpp:82	593-605	crates/compiler/deeptools/src/transform/sentient/address_register_precision_assignment/mod.rs	-
e020_assignPrecisionHelper	020/656	0	99	59	dcc/src/Transform/Sentient/AddressRegisterPrecisionAssignment.cpp:99	614-675	crates/compiler/deeptools/src/transform/sentient/address_register_precision_assignment/mod.rs	-
e021_splitBurst	021/656	0	106	47	dcc/src/Transform/Sentient/BurstSplitting.cpp:112	684-732	crates/compiler/deeptools/src/transform/sentient/burst_splitting/mod.rs	-
e022_runOnOperation	022/656	0	110	27	dcc/src/Transform/Sentient/CFGDeepMerging.cpp:62	741-768	crates/compiler/deeptools/src/transform/sentient/cfg_deep_merging/mod.rs	-
e023_incrementLength	023/656	0	111	1	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:293	777-778	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e024_incrementIntervalMarker	024/656	0	112	5	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:297	787-792	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e025_getIntervalStride	025/656	0	113	5	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:302	801-806	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e026_changeToDefaultValue	026/656	0	114	6	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:316	815-821	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e027_print	027/656	0	115	11	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:323	830-841	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e028_getPrevVal	028/656	0	116	4	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:380	850-854	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e029_getEV	029/656	0	118	6	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:473	863-869	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e030_isFull	030/656	0	121	5	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:527	878-883	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/mod.rs	-
e031_populateTable	031/656	0	144	90	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:924	892-984	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	-
e032_findExistingIterArg	032/656	0	130	78	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1455	993-1077	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	-
e033_replaceResultByIterArg	033/656	0	131	8	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1541	1086-1095	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	-
e034_replaceIfOpByIterArg	034/656	0	129	8	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1552	1104-1113	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	-
e035_replacePredicateIVByIterArg	035/656	0	136	8	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1563	1122-1131	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	-
e036_checkCascadingArgUses	036/656	0	135	10	dcc/src/Transform/Sentient/CFGSimplificationSentientLevel.cpp:1576	1140-1155	crates/compiler/deeptools/src/transform/sentient/cfg_simplification_sentient_level/pattern_simplification_manager.rs	-
e037_replaceXRFImplicitIncrWithAdd	037/656	0	146	57	dcc/src/Transform/Sentient/CanonicalizeXRFPointers.cpp:78	1164-1222	crates/compiler/deeptools/src/transform/sentient/canonicalize_xrf_pointers/mod.rs	-
e038_replaceConstXRFExpressions	038/656	0	147	33	dcc/src/Transform/Sentient/CanonicalizeXRFPointers.cpp:137	1231-1265	crates/compiler/deeptools/src/transform/sentient/canonicalize_xrf_pointers/mod.rs	-
e039_existsInCollection	039/656	0	149	8	dcc/src/Transform/Sentient/Deuniform.cpp:128	1274-1284	crates/compiler/deeptools/src/transform/sentient/deuniform/mod.rs	-
e040_addToWorkListAndUpdateAssignment	040/656	0	159	31	dcc/src/Transform/Sentient/EnhancedDeadVariableElimination.cpp:66	1293-1327	crates/compiler/deeptools/src/transform/sentient/enhanced_dead_variable_elimination/mod.rs	-
e041_getInfluenceType	041/656	0	163	8	dcc/src/Transform/Sentient/EnhancedDeadVariableElimination.cpp:102	1336-1345	crates/compiler/deeptools/src/transform/sentient/enhanced_dead_variable_elimination/mod.rs	-
e042_printAssignments	042/656	0	171	12	dcc/src/Transform/Sentient/EnhancedDeadVariableElimination.cpp:112	1354-1366	crates/compiler/deeptools/src/transform/sentient/enhanced_dead_variable_elimination/mod.rs	-
e043_removeConstantIterArgs	043/656	0	158	19	dcc/src/Transform/Sentient/EnhancedDeadVariableElimination.cpp:690	1375-1394	crates/compiler/deeptools/src/transform/sentient/enhanced_dead_variable_elimination/mod.rs	-
e044_isOperationADef	044/656	0	180	6	dcc/src/Transform/Sentient/ImplicitSyncRE.cpp:94	1403-1409	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/implicit_sync_rde_tree.rs	-
e045_initializeDataflowInfo	045/656	0	181	12	dcc/src/Transform/Sentient/ImplicitSyncRE.cpp:101	1418-1430	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/implicit_sync_rde_tree.rs	-
e046_isSimplifiable	046/656	0	182	7	dcc/src/Transform/Sentient/ImplicitSyncRE.cpp:114	1439-1446	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/implicit_sync_rde_tree.rs	-
e047_isEqual	047/656	0	183	7	dcc/src/Transform/Sentient/ImplicitSyncRE.hpp:28	1455-1462	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/mod.rs	-
e048_copyTo	048/656	0	184	7	dcc/src/Transform/Sentient/ImplicitSyncRE.hpp:35	1471-1478	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/mod.rs	-
e049_print	049/656	0	185	5	dcc/src/Transform/Sentient/ImplicitSyncRE.hpp:49	1487-1492	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/mod.rs	-
e050_isOperationAUse	050/656	0	186	5	dcc/src/Transform/Sentient/ImplicitSyncRE.hpp:66	1501-1506	crates/compiler/deeptools/src/transform/sentient/implicit_sync_re/mod.rs	-
e051_runOn	051/656	0	188	89	dcc/src/Transform/Sentient/LexicalOrdering.cpp:113	1515-1604	crates/compiler/deeptools/src/transform/sentient/lexical_ordering/mod.rs	-
e052_addOrSubWithZeroSimplification	052/656	0	191	22	dcc/src/Transform/Sentient/LightweightSimplification.cpp:51	1613-1636	crates/compiler/deeptools/src/transform/sentient/lightweight_simplification/mod.rs	-
e053_constantValueSimplification	053/656	0	192	11	dcc/src/Transform/Sentient/LightweightSimplification.cpp:75	1645-1659	crates/compiler/deeptools/src/transform/sentient/lightweight_simplification/mod.rs	-
e054_coalesceScalarArithSimplification	054/656	0	193	62	dcc/src/Transform/Sentient/LightweightSimplification.cpp:90	1668-1733	crates/compiler/deeptools/src/transform/sentient/lightweight_simplification/mod.rs	-
e055_simplifyTrivialLoop	055/656	0	194	19	dcc/src/Transform/Sentient/LightweightSimplification.cpp:158	1742-1761	crates/compiler/deeptools/src/transform/sentient/lightweight_simplification/mod.rs	-
e056_set	056/656	0	204	5	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:118	1770-1776	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	-
e057_print	057/656	0	205	14	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:141	1785-1799	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	-
e058_areElementSizeIdentical	058/656	0	210	9	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:466	1808-1817	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	-
e059_getFirstGlobalOrConstantAncestor	059/656	0	219	56	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:1107	1826-1883	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	-
e060_areReglocalesMatching	060/656	0	211	5	dcc/src/Transform/Sentient/LiveRangeReduction.cpp:1261	1892-1897	crates/compiler/deeptools/src/transform/sentient/live_range_reduction/mod.rs	-
e061_addLocalRegion	061/656	0	223	3	dcc/src/Transform/Sentient/LocalRegionSplittingForValueCommoning.cpp:166	1906-1909	crates/compiler/deeptools/src/transform/sentient/local_region_splitting_for_value_commoning/mod.rs	-
e062_collectUniformMaps	062/656	0	224	19	dcc/src/Transform/Sentient/LocalRegionSplittingForValueCommoning.cpp:308	1918-1939	crates/compiler/deeptools/src/transform/sentient/local_region_splitting_for_value_commoning/mod.rs	-
e063_getMaxRegNum	063/656	0	225	15	dcc/src/Transform/Sentient/LocalRegionSplittingForValueCommoning.cpp:440	1948-1964	crates/compiler/deeptools/src/transform/sentient/local_region_splitting_for_value_commoning/mod.rs	-
e064_dump	064/656	0	231	10	dcc/src/Transform/Sentient/LocalRegionSplittingForValueCommoning.cpp:457	1973-1983	crates/compiler/deeptools/src/transform/sentient/local_region_splitting_for_value_commoning/local_region.rs	-
e065_dump	065/656	0	230	6	dcc/src/Transform/Sentient/LocalRegionSplittingForValueCommoning.cpp:468	1992-1998	crates/compiler/deeptools/src/transform/sentient/local_region_splitting_for_value_commoning/uniform_region.rs	-
e066_LoopAbsorptionManager	066/656	0	235	6	dcc/src/Transform/Sentient/LoopAbsorption.cpp:37	2007-2022	crates/compiler/deeptools/src/transform/sentient/loop_absorption/loop_absorption_manager.rs	-
e067_updateLoopBound	067/656	0	236	48	dcc/src/Transform/Sentient/LoopAbsorption.cpp:58	2031-2079	crates/compiler/deeptools/src/transform/sentient/loop_absorption/loop_absorption_manager.rs	-
e068_doChildrenLeftSiblingSubtreeHeightsMatch	068/656	0	237	12	dcc/src/Transform/Sentient/LoopAbsorption.cpp:122	2088-2100	crates/compiler/deeptools/src/transform/sentient/loop_absorption/loop_absorption_manager.rs	-
e069_doChildrenRightSiblingSubtreeHeightsMatch	069/656	0	240	12	dcc/src/Transform/Sentient/LoopAbsorption.cpp:269	2109-2121	crates/compiler/deeptools/src/transform/sentient/loop_absorption/loop_absorption_manager.rs	-
e070_removeNodesFromWorklistAndTree	070/656	0	243	7	dcc/src/Transform/Sentient/LoopAbsorption.cpp:410	2130-2138	crates/compiler/deeptools/src/transform/sentient/loop_absorption/loop_absorption_manager.rs	-
e071_getLargestDivisor	071/656	0	249	27	dcc/src/Transform/Sentient/LoopCoalescing.cpp:379	2147-2174	crates/compiler/deeptools/src/transform/sentient/loop_coalescing/mod.rs	-
e072_isAllLessThanMax	072/656	0	251	6	dcc/src/Transform/Sentient/LoopCoalescing.cpp:408	2183-2190	crates/compiler/deeptools/src/transform/sentient/loop_coalescing/mod.rs	-
e073_getNontrivialOpsInLoop	073/656	0	254	9	dcc/src/Transform/Sentient/LoopEliminationViaRerolling.cpp:59	2199-2209	crates/compiler/deeptools/src/transform/sentient/loop_elimination_via_rerolling/mod.rs	-
e074_checkOperandsOfComputeOp	074/656	0	255	39	dcc/src/Transform/Sentient/LoopEliminationViaRerolling.cpp:74	2218-2258	crates/compiler/deeptools/src/transform/sentient/loop_elimination_via_rerolling/mod.rs	-
e075_getNextEligibleOp	075/656	0	262	11	dcc/src/Transform/Sentient/LoopMerging.cpp:63	2267-2278	crates/compiler/deeptools/src/transform/sentient/loop_merging/mod.rs	-
e076_getNewDbgName	076/656	0	263	6	dcc/src/Transform/Sentient/LoopMerging.cpp:75	2287-2294	crates/compiler/deeptools/src/transform/sentient/loop_merging/mod.rs	-
e077_isIncrementField	077/656	0	269	12	dcc/src/Transform/Sentient/LoopRolling.cpp:67	2303-2315	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e078_setEffectiveStart	078/656	0	271	4	dcc/src/Transform/Sentient/LoopRolling.cpp:134	2324-2328	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e079_checkOpUsage	079/656	0	272	11	dcc/src/Transform/Sentient/LoopRolling.cpp:144	2337-2348	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e080_getOperandKind	080/656	0	275	6	dcc/src/Transform/Sentient/LoopRolling.cpp:189	2357-2363	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e081_deleteMatchedOps	081/656	0	276	4	dcc/src/Transform/Sentient/LoopRolling.cpp:233	2372-2376	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e082_updateEndOpsOfMatchedOps	082/656	0	277	7	dcc/src/Transform/Sentient/LoopRolling.cpp:240	2385-2392	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e083_computeValsIfDifferent	083/656	0	278	62	dcc/src/Transform/Sentient/LoopRolling.cpp:254	2401-2464	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e084_updateBody	084/656	0	283	70	dcc/src/Transform/Sentient/LoopRolling.cpp:684	2473-2544	crates/compiler/deeptools/src/transform/sentient/loop_rolling/mod.rs	-
e085_replaceIterArgsAndYieldResults	085/656	0	287	13	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:132	2553-2567	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e086_isOkToUnroll	086/656	0	289	47	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:159	2576-2623	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e087_cleanupAndRecalculate	087/656	0	291	37	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:295	2632-2671	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e088_ifOpUsesIV	088/656	0	292	10	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:455	2680-2690	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e089_hasIfOps	089/656	0	299	12	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:466	2699-2711	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e090_evaluatePredicate	090/656	0	294	33	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:552	2720-2754	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e091_findAllSplitVals	091/656	0	296	22	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:596	2763-2788	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e092_computeReducedCost	092/656	0	293	39	dcc/src/Transform/Sentient/LoopSplittingAndUnrolling.cpp:649	2797-2838	crates/compiler/deeptools/src/transform/sentient/loop_splitting_and_unrolling/mod.rs	-
e093_stringifyPeelingType	093/656	0	306	12	dcc/src/Transform/Sentient/MultiDimLoopPeeling.cpp:93	2847-2859	crates/compiler/deeptools/src/transform/sentient/multi_dim_loop_peeling/mod.rs	-
e094_insertOrUpdatePeelingType	094/656	0	307	20	dcc/src/Transform/Sentient/MultiDimLoopPeeling.cpp:164	2868-2888	crates/compiler/deeptools/src/transform/sentient/multi_dim_loop_peeling/mod.rs	-
e095_decrementPredicatesOnIV	095/656	0	312	27	dcc/src/Transform/Sentient/MultiDimLoopPeeling.cpp:433	2897-2924	crates/compiler/deeptools/src/transform/sentient/multi_dim_loop_peeling/loop_peeling_manager.rs	-
e096_simplifyConditionals	096/656	0	313	11	dcc/src/Transform/Sentient/MultiDimLoopPeeling.cpp:529	2933-2946	crates/compiler/deeptools/src/transform/sentient/multi_dim_loop_peeling/loop_peeling_manager.rs	-
e097_runOn	097/656	0	336	6	dcc/src/Transform/Sentient/MulticastCanonicalization.cpp:83	2955-2961	crates/compiler/deeptools/src/transform/sentient/multicast_canonicalization/mod.rs	-
e098_processDirectMulticast	098/656	0	338	14	dcc/src/Transform/Sentient/MulticastCanonicalization.cpp:121	2970-2986	crates/compiler/deeptools/src/transform/sentient/multicast_canonicalization/mod.rs	-
e099_createNewProducerQMap	099/656	0	339	26	dcc/src/Transform/Sentient/MulticastCanonicalization.cpp:299	2995-3022	crates/compiler/deeptools/src/transform/sentient/multicast_canonicalization/mod.rs	-
e100_runOn	100/656	0	344	14	dcc/src/Transform/Sentient/NOPInsertionForBackToBackSyncs.cpp:66	3031-3045	crates/compiler/deeptools/src/transform/sentient/nop_insertion_for_back_to_back_syncs/mod.rs	-
e101_runOn	101/656	0	346	39	dcc/src/Transform/Sentient/NOPInsertionForBackToBackSyncs.cpp:106	3054-3093	crates/compiler/deeptools/src/transform/sentient/nop_insertion_for_back_to_back_syncs/mod.rs	-
e102_dumpWeights	102/656	0	347	6	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:145	3102-3108	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/mod.rs	-
e103_totalTripCount	103/656	0	349	15	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:198	3117-3132	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	-
e104_getRegisterInitPriority	104/656	0	350	36	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:214	3141-3178	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	-
e105_weightOfSubset	105/656	0	353	9	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:322	3187-3196	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	-
e106_collectAllRegCoalescingCandidatesImpl	106/656	0	355	18	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:340	3205-3224	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	-
e107_hasUniformizeRegion	107/656	0	359	11	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:536	3233-3244	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_info.rs	-
e108_removeInitAttrFromOps	108/656	0	361	19	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:686	3253-3272	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/mod.rs	-
e109_eraseDeletedOps	109/656	0	364	4	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:768	3281-3285	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/mod.rs	-
e110_hasSameAttr	110/656	0	365	7	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:774	3294-3301	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/mod.rs	-
e111_isWithinGlobalRegion	111/656	0	371	10	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:1075	3310-3321	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_candidate_promoter.rs	-
e112_isSameOpType	112/656	0	374	18	dcc/src/Transform/Sentient/OldRegisterInitialization.cpp:1087	3330-3349	crates/compiler/deeptools/src/transform/sentient/old_register_initialization/register_init_candidate_promoter.rs	-
e113_isXrfRdOp	113/656	0	317	11	dcc/src/Transform/Sentient/OpRerolling.cpp:58	3358-3369	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e114_isXrfWtOp	114/656	0	321	9	dcc/src/Transform/Sentient/OpRerolling.cpp:69	3378-3387	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e115_reset	115/656	0	325	31	dcc/src/Transform/Sentient/OpRerolling.cpp:439	3396-3427	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e116_getUnrollOperandUsingPort	116/656	0	322	19	dcc/src/Transform/Sentient/OpRerolling.cpp:471	3436-3456	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e117_fillMemOpAttrs	117/656	0	327	9	dcc/src/Transform/Sentient/OpRerolling.cpp:492	3465-3474	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e118_areOperandsMatching	118/656	0	330	59	dcc/src/Transform/Sentient/OpRerolling.cpp:668	3483-3545	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e119_createOperand	119/656	0	320	11	dcc/src/Transform/Sentient/OpRerolling.cpp:926	3554-3566	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e120_createForwardingArray	120/656	0	319	17	dcc/src/Transform/Sentient/OpRerolling.cpp:939	3575-3593	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e121_dump	121/656	0	381	27	dcc/src/Transform/Sentient/OpRerolling.cpp:966	3602-3629	crates/compiler/deeptools/src/transform/sentient/op_rerolling/unroll_operands.rs	-
e122_incrementUnrollSize	122/656	0	324	1	dcc/src/Transform/Sentient/OpRerolling.hpp:131	3638-3639	crates/compiler/deeptools/src/transform/sentient/op_rerolling/mod.rs	-
e123_clean	123/656	0	383	12	dcc/src/Transform/Sentient/PortAssignment.cpp:80	3648-3660	crates/compiler/deeptools/src/transform/sentient/port_assignment/mod.rs	-
e124_getPortAttr	124/656	0	386	4	dcc/src/Transform/Sentient/PortAssignment.cpp:206	3669-3673	crates/compiler/deeptools/src/transform/sentient/port_assignment/mod.rs	-
e125_getValidPorts	125/656	0	387	254	dcc/src/Transform/Sentient/PortAssignment.cpp:214	3682-3940	crates/compiler/deeptools/src/transform/sentient/port_assignment/mod.rs	-
e126_IsSwappablePerAlgebraicReassociation	126/656	0	388	29	dcc/src/Transform/Sentient/PortAssignment.cpp:606	3949-3978	crates/compiler/deeptools/src/transform/sentient/port_assignment/mod.rs	-
e127_runOn	127/656	0	397	6	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:102	3987-3993	crates/compiler/deeptools/src/transform/sentient/read_only_register_renumbering/mod.rs	-
e128_doRenumbering	128/656	0	401	15	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:144	4002-4017	crates/compiler/deeptools/src/transform/sentient/read_only_register_renumbering/mod.rs	-
e129_cleanup	129/656	0	402	1	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:163	4026-4027	crates/compiler/deeptools/src/transform/sentient/read_only_register_renumbering/mod.rs	-
e130_runOn	130/656	0	403	46	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:199	4036-4082	crates/compiler/deeptools/src/transform/sentient/read_only_register_renumbering/mod.rs	-
e131_runLocalAnalysis	131/656	0	407	21	dcc/src/Transform/Sentient/RegisterInitialization.cpp:136	4091-4112	crates/compiler/deeptools/src/transform/sentient/register_initialization/mod.rs	-
e132_setNewRegisterIndex	132/656	0	399	4	dcc/src/Transform/Sentient/RegisterPacking.cpp:75	4121-4125	crates/compiler/deeptools/src/transform/sentient/register_packing/mod.rs	-
e133_cleanup	133/656	0	411	1	dcc/src/Transform/Sentient/RegisterPacking.cpp:135	4134-4135	crates/compiler/deeptools/src/transform/sentient/register_packing/mod.rs	-
e134_doRenumbering	134/656	0	412	7	dcc/src/Transform/Sentient/RegisterPacking.cpp:150	4144-4151	crates/compiler/deeptools/src/transform/sentient/register_packing/mod.rs	-
e135_getRegTypeAndIndex	135/656	0	416	22	dcc/src/Transform/Sentient/RegisterPacking.cpp:249	4160-4183	crates/compiler/deeptools/src/transform/sentient/register_packing/mod.rs	-
e136_fillTypedRegCollection	136/656	0	418	31	dcc/src/Transform/Sentient/RegisterPacking.cpp:298	4192-4225	crates/compiler/deeptools/src/transform/sentient/register_packing/mod.rs	-
e137_RegisterTypeAssignmentPass	137/656	0	423	6	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:77	4234-4243	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
