unit	entry	level	scc	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines	rust_home	scope	extract_file	class	calls	note
e219_fillFinalStartAddressAndOffset	219/382	1	107	137	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4959	3648-3787	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e050_getInitialStartAddressAndOffset	-
e220_fillIBRStartAddressAndOffset	220/382	1	108	43	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:5100	3797-3842	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e056_isIndexLds	-
e221_fillTransferZeroPaddingInfo	221/382	1	111	196	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:5296	3852-4048	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e059_getPagedDimensions	-
e222_allocAllMem	222/382	1	72	236	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:5508	4061-4299	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e051_getLdsOrConstNameOfAllocNode	The L3 scheduler's own allocation commit (distinct from Ddc::allocAllMem at ddc/ddcv1.cpp:132 -- two different functions with the same name; the unit number disambiguates).
e223_getHbmLdsTransferHMIRequestEstimate	223/382	1	121	30	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6452	4309-4340	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e055_computeMinHMICoreGroupSizeForSEN1P5	-
e224_getAllPagedLdsIndices	224/382	1	124	8	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6731	4350-4359	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e057_isPagedLds	-
e225_createPagedDimChunkLoops	225/382	1	126	62	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6804	4369-4434	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e018_createLoopNode	-
e226_createStoreIndexTensorToIbr	226/382	1	128	62	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7037	4444-4509	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e016_createAllocateNode,e017_createTransferNode,e020_createSyncNode	-
e227_convertTransferDirectToIndirect	227/382	1	127	45	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7103	4519-4567	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e018_createLoopNode	-
e228_buildCoordinateFromAllocation	228/382	1	138	181	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7333	4577-4761	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e061_gatherFoldParams,e062_getEnclosingLoopsAndRelatedDims,e063_findAndStoreLoopWithDim	-
e229_sliceCoordinateForCorelet	229/382	1	141	203	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7518	4771-4976	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e046_getLxBelowBlockNode,e061_gatherFoldParams,e064_constructDatastage,e065_constructLoopNode	-
e230_addPropInfo	230/382	1	168	4	ddc/ddc.h:430	3158-3163	crates/compiler/deeptools/src/schedule/ddc/mod.rs	ddc	crustify-ddc/cpp/ddc.cpp	CoordPropTracker	e073_addPropInfo	-
e231_rollbackToPos	231/382	1	171	36	ddc/ddc.h:474	3173-3209	crates/compiler/deeptools/src/schedule/ddc/mod.rs	ddc	crustify-ddc/cpp/ddc.cpp	CoordPropTracker	e104_clear	-
e232_reset	232/382	1	173	5	ddc/ddc.h:528	3219-3224	crates/compiler/deeptools/src/schedule/ddc/mod.rs	ddc	crustify-ddc/cpp/ddc.cpp	CoordPropTracker	e104_clear	-
e233_dbgPrint	233/382	1	177	11	ddc/ddc_fold.cpp:63	3233-3244	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	e078_dbgPrint,e079_dbgPrint	-
e234_scaleUpCoord	234/382	1	191	118	ddc/ddc_fold.cpp:476	3254-3375	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e062_getEnclosingLoopsAndRelatedDims,e095_gatherFoldParams	-
e235_scaleDownCoord	235/382	1	192	87	ddc/ddc_fold.cpp:598	3385-3474	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e095_gatherFoldParams	-
e236_needNonRowBundling	236/382	1	193	50	ddc/ddc_fold.cpp:688	3484-3535	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e082_getCompRowId,e083_getComponent,e087_findCommonAncestor	-
e237_sameCoordinateRange	237/382	1	194	252	ddc/ddc_fold.cpp:1260	3545-3803	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e090_combineContigousLevels,e095_gatherFoldParams,e104_clear	-
e238_getRelatedComputeCoord	238/382	1	205	129	ddc/ddc_fold.cpp:1976	3813-3945	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear	-
e239_computeParamsForRowSplitFold	239/382	1	200	60	ddc/ddc_fold.cpp:2161	3955-4017	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e094_getDefaultRowSplitFold	-
e240_buildFoldForExternalAllocation	240/382	1	210	156	ddc/ddc_fold.cpp:2238	4027-4183	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e062_getEnclosingLoopsAndRelatedDims,e081_buildFoldForBroadcastDim,e093_buildSpatialFold	-
e241_relateLoopsToAllocElemArr	241/382	1	199	166	ddc/ddc_fold.cpp:2872	4193-4363	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e091_matchDataStream,e095_gatherFoldParams	-
e242_canUseFifo	242/382	1	221	270	ddc/ddc_transformation.cpp:15	4373-4644	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e117_getNodeDescription	-
e243_canUseLatch	243/382	1	222	321	ddc/ddc_transformation.cpp:287	4654-4976	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e117_getNodeDescription	-
e244_cloneForOffsetAdjustment	244/382	1	241	8	ddc/ddc_transformation.cpp:1386	4986-4994	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e108_cloneComputeForOffsetAdjustment	-
e245_setSizeForFixedSizeTransfers	245/382	1	256	34	ddc/ddc_transformation.cpp:1731	5004-5038	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear	-
e246_transformForInterSliceRestickify	246/382	1	294	28	ddc/ddc_transformation.cpp:2398	5048-5076	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e109_transformAComputeNodeForInterSliceRestickify	-
e247_splitLoopBandOnDim	247/382	1	249	123	ddc/ddc_transformation_util.cpp:159	5086-5213	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e114_constructLoopNode	-
e248_splitLoopBandOnDatastage	248/382	1	237	30	ddc/ddc_transformation_util.cpp:287	5223-5253	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e112_constructDatastage,e113_constructDatastage,e114_constructLoopNode	-
e249_moveTransferNode	249/382	1	250	372	ddc/ddc_transformation_util.cpp:335	5263-5636	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear	-
e250_convertResultFromFIFOtoReg	250/382	1	248	148	ddc/ddc_transformation_util.cpp:760	5646-5794	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e110_constructAllocation,e116_getPaddingPerDim	-
e251_unrollTransfer	251/382	1	235	72	ddc/ddc_transformation_util.cpp:1120	5804-5876	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear,e112_constructDatastage,e113_constructDatastage,e114_constructLoopNode	-
e252_unrollTransferForSymbolicDims	252/382	1	253	110	ddc/ddc_transformation_util.cpp:1193	5886-5998	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e112_constructDatastage,e113_constructDatastage,e114_constructLoopNode	-
e253_srcRelatedToExternalNodes	253/382	1	295	4	ddc/ddc_transformation_util.cpp:1687	6008-6013	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e120_storageOrDatastreamIsExternal	-
e254_destRelatedToExternalNodes	254/382	1	224	5	ddc/ddc_transformation_util.cpp:1693	6023-6029	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e120_storageOrDatastreamIsExternal	-
e255_inputRelatedToExternalNodes	255/382	1	297	11	ddc/ddc_transformation_util.cpp:1717	6039-6051	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e120_storageOrDatastreamIsExternal	-
e256_outputRelatedToExternalNodes	256/382	1	298	11	ddc/ddc_transformation_util.cpp:1730	6061-6073	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e120_storageOrDatastreamIsExternal	-
e257_addNewLds	257/382	1	236	107	ddc/ddc_transformation_util.cpp:1811	6083-6190	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear	-
e258_allocAllMem	258/382	1	304	306	ddc/ddcv1.cpp:132	6204-6510	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e124_getLdsOrConstNameOfAllocNode	SUPERSEDES HAND-TRANSCRIBED GUESSWORK: crates/compiler/deeptools/src/reginit.rs (1,569 lines, on the integ branch) hand-computes placement from ddc/ddcv1.cpp:132-360 -- THIS function. Port what the authority does, not what reginit.rs guessed; the two will be reconciled when this campaign and integ meet, and the authority wins.
e259_calculateClStartAddress	259/382	1	312	123	ddc/ddcv1.cpp:1895	6521-6644	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear	PLACES ADDRESSES. Part of the span reginit.rs hand-transcribes.
e260_fillLoopOffsetsAndAddresses	260/382	1	316	844	ddc/ddcv1.cpp:2355	6654-7499	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e076_print,e102_print,e104_clear	-
e261_finalizeOps	261/382	1	318	127	ddc/ddcv1.cpp:3329	7511-7638	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e131_setPeFoldsIfPtInteraction	Binds register names to allocation start addresses (ddcv1.cpp:3345-3392) -- the `R + std::to_string(startAddress)` convention our islands already read back.
e262_coordinateMasking	262/382	1	320	181	ddc/ddcv1.cpp:3485	7648-7829	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear	-
e263_identifyBelowChunkBoundaryLoops	263/382	1	323	8	ddc/ddcv1.cpp:3683	7839-7847	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear	-
e264_bin_op	264/382	1	367	19	ddc/transformations/automatic_shuffle/shuffle.cpp:137	7856-7876	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	e139_packmerge_psuedostring	-
e265_unary_op	265/382	1	368	17	ddc/transformations/automatic_shuffle/shuffle.cpp:160	7885-7902	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	e139_packmerge_psuedostring	-
e266_canonicalize_layout	266/382	1	282	18	ddc/transformations/automatic_shuffle/shuffle.cpp:690	7912-7931	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	e156_contains	-
e267_reset_graph	267/382	1	280	6	ddc/transformations/automatic_shuffle/shuffle.cpp:710	7941-7947	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	e104_clear	-
e268_sort_by_stick_key	268/382	1	377	15	ddc/transformations/automatic_shuffle/shuffle.cpp:746	7956-7973	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	e163_constexpr	-
e269_check_single_inorder_accesses	269/382	1	378	17	ddc/transformations/automatic_shuffle/shuffle.cpp:767	7982-8002	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	-	e163_constexpr	-
e270_inferLayouts	270/382	1	289	90	ddc/transformations/automatic_shuffle/shuffle.cpp:1047	8012-8103	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	AutoShuffler	e137_int_log2,e159_all_one	-
e271_verify	271/382	1	358	7	ddc/ddl/Dialect/DdlOps.cpp:178	790-797	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	OperationBindOp	e021_getOpFuncName	-
e272_print	272/382	1	116	19	ddc/ddl/Dialect/DdlOps.cpp:305	807-826	crates/compiler/deeptools/src/schedule/ddl/ops.rs	ddl	crustify-ddc/cpp/ddl.cpp	AllocateOp	e176_getTensor	-
e273_processBuffer	273/382	1	342	13	ddc/ddl/ddl.cpp:62	835-850	crates/compiler/deeptools/src/schedule/ddl/mod.rs	ddl	crustify-ddc/cpp/ddl.cpp	-	e171_performActions	-
e274_processDimensionOp	274/382	1	335	22	ddc/ddl/ddl_conversion.cpp:187	860-883	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e184_setMetaDimKind	-
e275_processCondition	275/382	1	326	234	ddc/ddl/ddl_conversion.cpp:211	893-1128	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e174_processExpression,e175_getTensorProp,e176_getTensor,e187_clear	-
e276_verifyDdlConstraints	276/382	1	346	216	ddc/ddl/ddl_conversion.cpp:2553	1138-1354	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e175_getTensorProp,e176_getTensor	-
e277_getTensorAndAllocation	277/382	1	348	31	ddc/ddl/ddl_conversion.cpp:2847	1364-1397	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e176_getTensor	-
e278_checkMetaDimensions	278/382	1	338	81	ddc/ddl/ddl_conversion.cpp:3537	1407-1488	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e185_isMetaDim	-
e279_processAccessPatterns	279/382	1	364	24	ddc/ddl/ddl_conversion.cpp:3727	1498-1526	crates/compiler/deeptools/src/schedule/ddl/conversion.rs	ddl	crustify-ddc/cpp/ddl.cpp	DdlConversion	e181_convertAccessPatternStrToDdcType,e182_convertAccessPatternStrToDdcType	-
e280_runDcgGenerateProgIR	280/382	1	153	70	dcg/dcg_manager/dcg_manager.cpp:145	341-411	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	e104_clear,e187_clear,e191_removeextraPTrows	-
e281_runDcgForInputFetchNeighbor	281/382	1	159	52	dcg/dcg_manager/dcg_manager.cpp:514	421-474	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	e104_clear,e187_clear	-
e282_mergePcfgInSuperDSC	282/382	1	155	259	dcg/dcg_manager/dcg_manager.cpp:635	484-746	crates/compiler/deeptools/src/schedule/dcg/manager.rs	dcg	crustify-ddc/cpp/dcg.cpp	DcgManager	e104_clear,e187_clear	-
e283_addOrUpdateCoreletSplitInParams	283/382	2	6	20	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:105	4985-5006	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	-	e104_clear,e187_clear,e197_getCoreletSplitDimensions	-
e284_isOpFuncStridedWindow	284/382	2	48	4	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:865	5016-5020	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e032_isOpFuncPooling,e033_isOpFuncDepthwiseConv,e204_isOpFuncConv2d	-
e285_calculateBurstEfficiency	285/382	2	77	267	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:1738	5030-5298	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e006_getLabeledDsWkSliceMulticastDegree,e010_getCoreSplitDimensions,e014_isLabeledDsLXNeighbor,e015_getParentLoopNodes,e042_getBurstEfficiency,e043_getLabeledDsNumOfStickVolumesInCore,e056_isIndexLds,e072_getTripCount,e199_getLabeledDsNumOfWkSlices,e208_getLdsL3TransferNodes,e209_getLabeledDsChunkStickVolume	-
e286_calculateFlopPerByte	286/382	2	70	230	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2253	5308-5539	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e010_getCoreSplitDimensions,e014_isLabeledDsLXNeighbor,e015_getParentLoopNodes,e072_getTripCount,e199_getLabeledDsNumOfWkSlices,e208_getLdsL3TransferNodes	-
e287_getCrossCoreReductionGroupInfo	287/382	2	81	27	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:2743	5549-5578	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e044_getOpReducedDimSet,e066_addCore,e210_isOpCrossCoreReduction	-
e288_createSynchronizationDSC	288/382	2	91	423	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:3487	5588-6012	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e012_getAllLabeledDsIndicesSet,e013_getHbmPinnedLabeledDsIndicesSet,e020_createSyncNode,e046_getLxBelowBlockNode,e200_getLxNeighborLabeledDsIndicesSet,e211_getInsertionNode,e212_addL3LUAndLXLUSyncNodeSequence,e213_addL3LUAndLXLUSoftSyncNodeSequence	-
e289_optimizeHbmTransfers	289/382	2	95	76	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4113	6022-6098	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e210_isOpCrossCoreReduction	-
e290_createChunkLoops	290/382	2	102	38	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:4190	6108-6146	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e008_hasDimensionReuse,e047_collectAllDimensionsForLoopOrder,e215_buildScheduleDimensionsTable,e216_buildLoopOrder,e217_createChunkLoopNodes	-
e291_fillTransferMulticastInfo	291/382	2	109	127	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:5146	6156-6283	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e015_getParentLoopNodes,e048_getSharesAndGroupName,e072_getTripCount,e218_setCondGtr	-
e292_fillAllocationStartAddrAndOffset	292/382	2	110	20	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:5274	6297-6318	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e056_isIndexLds,e197_getCoreletSplitDimensions,e219_fillFinalStartAddressAndOffset,e220_fillIBRStartAddressAndOffset	THIS IS THE `start_address = 0` DEFECT. L3DlOpsScheduler::run calls this as "Set start address, offset in allocations" (L3DlOpsScheduler.cpp:8000). Our emitted views print start_address = 0 where the reference states a placed base. The effect of this function IS the port.
e293_setLxBufferType	293/382	2	122	26	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6425	6328-6354	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e223_getHbmLdsTransferHMIRequestEstimate	-
e294_createStoreIndexTensorToLx	294/382	2	129	85	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:6948	6364-6452	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e016_createAllocateNode,e017_createTransferNode,e020_createSyncNode,e222_allocAllMem	-
e295_fillExplicitTransferSize	295/382	2	145	35	dcg/dcg_fe/scheduler/L3DlOpsScheduler.cpp:7875	6462-6497	crates/compiler/deeptools/src/schedule/l3/dl_ops.rs	l3	crustify-ddc/cpp/l3.cpp	L3DlOpsScheduler	e210_isOpCrossCoreReduction	-
e296_rollBackNodesInBlock	296/382	2	172	15	ddc/ddc.h:511	8113-8129	crates/compiler/deeptools/src/schedule/ddc/mod.rs	ddc	crustify-ddc/cpp/ddc.cpp	CoordPropTracker	e231_rollbackToPos	-
e297_gatherRelatedPTRowsBase	297/382	2	195	217	ddc/ddc_fold.cpp:740	8139-8357	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e082_getCompRowId,e084_getLayoutDimsFromNode,e091_matchDataStream,e104_clear,e237_sameCoordinateRange	-
e298_buildFoldFromAllocation	298/382	2	204	245	ddc/ddc_fold.cpp:3043	8367-8617	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e062_getEnclosingLoopsAndRelatedDims,e078_dbgPrint,e079_dbgPrint,e080_allDimsCovered,e095_gatherFoldParams,e233_dbgPrint,e239_computeParamsForRowSplitFold	-
e299_buildFoldFromNonAllocRef	299/382	2	203	355	ddc/ddc_fold.cpp:3294	8627-8988	crates/compiler/deeptools/src/schedule/ddc/fold.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e080_allDimsCovered,e094_getDefaultRowSplitFold,e095_gatherFoldParams,e104_clear,e239_computeParamsForRowSplitFold	-
e300_packStickDim	300/382	2	239	544	ddc/ddc_transformation.cpp:811	8998-9542	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e098_updateValues,e104_clear,e105_isReleventComputeToPackStickDim,e106_findReleventStickPackingTransfers,e107_isEligibleCompute,e112_constructDatastage,e113_constructDatastage,e114_constructLoopNode,e123_updateNodesWithNewLds,e248_splitLoopBandOnDatastage,e251_unrollTransfer,e257_addNewLds	-
e301_hoistTransfersUpForReuse	301/382	2	252	230	ddc/ddc_transformation.cpp:1432	9552-9782	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear,e115_collectLoopReferences,e116_getPaddingPerDim,e247_splitLoopBandOnDim,e249_moveTransferNode,e250_convertResultFromFIFOtoReg	-
e302_unrollSymbolicTransfers	302/382	2	254	42	ddc/ddc_transformation.cpp:1663	9792-9834	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e252_unrollTransferForSymbolicDims	-
e303_unrollSpreadTransfers	303/382	2	255	24	ddc/ddc_transformation.cpp:1706	9844-9868	crates/compiler/deeptools/src/schedule/ddc/transformation.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e251_unrollTransfer	-
e304_cloneForPeSfpWorkSplit	304/382	2	243	113	ddc/ddc_transformation_util.cpp:1538	9878-9991	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e251_unrollTransfer	-
e305_destRelatedToExternalNodes	305/382	2	225	10	ddc/ddc_transformation_util.cpp:1700	10001-10012	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e254_destRelatedToExternalNodes	-
e306_relatedToExternalNodes	306/382	2	299	4	ddc/ddc_transformation_util.cpp:1743	10022-10026	crates/compiler/deeptools/src/schedule/ddc/transformation_util.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e255_inputRelatedToExternalNodes,e256_outputRelatedToExternalNodes	-
e307_exploreAssignDataStages	307/382	2	306	1126	ddc/ddcv1.cpp:555	10042-11168	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e096_updateMin,e097_updateMax,e098_updateValues,e104_clear,e258_allocAllMem	REUSE, DO NOT RE-IMPLEMENT: this body CONTAINS the `checkConstraints` lambda at ddc/ddcv1.cpp:792 and its inner `checkConstraintsImpl` at :825, both ALREADY PORTED on bridge1-campaign as `e001_checkConstraints` in crates/compiler/deeptools/src/bridges/superdsc_to_dataflow_ir/shape_constraints.rs:439 (the impl at that file's :518). CALL THOSE. A second copy of the constraint check is the diverging-implementation failure this campaign's exclusion list exists to prevent.
e308_prepDsc	308/382	2	313	252	ddc/ddcv1.cpp:2019	11178-11430	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e104_clear,e130_getPeSfpSplitDim,e257_addNewLds	-
e309_attachToPrefilledSchedule	309/382	2	315	71	ddc/ddcv1.cpp:2280	11440-11511	crates/compiler/deeptools/src/schedule/ddc/v1.rs	ddc	crustify-ddc/cpp/ddc.cpp	Ddc	e259_calculateClStartAddress	-
e310_add_valid_actions	310/382	2	270	11	ddc/transformations/automatic_shuffle/shuffle.cpp:226	11521-11534	crates/compiler/deeptools/src/schedule/ddc/shuffle.rs	ddc	crustify-ddc/cpp/ddc.cpp	MergeAction	e232_reset	-
