unit	entry	level	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines (crustify-bridge2/source/bridge2.cpp)	rust_home	calls
e297_constructTimeStepsInfo	297/384	4	42	dcc/src/Conversion/AgenToSentient/AccessDetails.cpp:626	9605-9648	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	e022_setTimeBounds,e023_setTimeOffsets,e064_size,e150_get,e209_getFirst
e298_constructAffineDetailsAndAddrs	298/384	4	16	dcc/src/Conversion/AgenToSentient/Helper.cpp:2787	9650-9667	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine,e208_emplace_insert
e299_lowerAffineCompositeHelper	299/384	4	15	dcc/src/Conversion/AgenToSentient/Helper.cpp:2953	9669-9685	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e300_lowerSyncForAUnit	300/384	4	7	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:733	9687-9695	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e301_lowerSyncForAGroup	301/384	4	8	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:746	9697-9706	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e302_lowerSyncLXL3ToLXL3	302/384	4	928	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:787	9708-10637	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	e064_size,e150_get,e161_separateBasedOnDestinationUnits,e224_lowerL3SyncOperationForAGroupOfUnits,e274_lowerL0LXSyncOperationForAGroupOfUnits
e303_runOnOperation	303/384	4	15	dcc/src/Conversion/SymbolToSentient/SymbolToSentient.cpp:23	10639-10655	src/bridges/dataflow_ir_to_sentient/std_symbol_to_sentient.rs	-
e304_getOperandWithPrecision	304/384	4	254	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorOperands.cpp:389	10657-10912	src/bridges/dataflow_ir_to_sentient/vc_vector_operands.rs	-
e305_runOnOperation	305/384	4	17	dcc/src/Transform/Dataflow/FlatteningLocalRegions.cpp:459	10914-10932	src/bridges/dataflow_ir_to_sentient/tf_flattening_local_regions.rs	e246_FlatteningLocalRegionsTree
e306_transformVectorLoad	306/384	4	75	dcc/src/Transform/Dataflow/MutableAddrSplitting.cpp:298	10934-11010	src/bridges/dataflow_ir_to_sentient/tf_mutable_addr_splitting.rs	e019_AccessDetailsAffine,e115_createNewMemViewWithMod,e133_getUseChain,e208_emplace_insert
e307_transformVectorStore	307/384	4	74	dcc/src/Transform/Dataflow/MutableAddrSplitting.cpp:375	11012-11087	src/bridges/dataflow_ir_to_sentient/tf_mutable_addr_splitting.rs	e019_AccessDetailsAffine,e115_createNewMemViewWithMod,e133_getUseChain,e208_emplace_insert
e308_calculateShifts	308/384	4	61	dcc/src/Transform/Dataflow/MutableStartAddrShifting.cpp:396	11089-11151	src/bridges/dataflow_ir_to_sentient/tf_mutable_start_addr_shifting.rs	e019_AccessDetailsAffine,e052_If
e309_constructValidPage	309/384	4	58	dcc/src/Transform/Dataflow/TransformPagedMemView/TransformPagedMemViewImpl.cpp:190	11153-11212	src/bridges/dataflow_ir_to_sentient/tf_transform_paged_mem_view_impl.rs	e052_If,e128_createNewMemOp
e310_analyzeValidPages	310/384	4	33	dcc/src/Transform/Dataflow/TransformPagedMemView/TransformPagedMemViewImpl.cpp:888	11214-11249	src/bridges/dataflow_ir_to_sentient/tf_transform_paged_mem_view_impl.rs	e064_size
e311_constructAffineCompDetailsAndAddrs	311/384	5	33	dcc/src/Conversion/AgenToSentient/Helper.cpp:2809	11255-11289	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e208_emplace_insert
e312_lowerExtractVectorLoadOp	312/384	5	21	dcc/src/Conversion/AgenToSentient/Helper.cpp:3001	11291-11313	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine,e064_size
e313_lowerExtractVectorStoreOp	313/384	5	20	dcc/src/Conversion/AgenToSentient/Helper.cpp:3026	11315-11336	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine,e064_size
e314_lowerVectorLoadOp	314/384	5	20	dcc/src/Conversion/AgenToSentient/Helper.cpp:3050	11338-11359	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine
e315_lowerVectorStoreOp	315/384	5	28	dcc/src/Conversion/AgenToSentient/Helper.cpp:3074	11361-11390	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine,e028_constructReceiveAndStoreStmt,e064_size
e316_lowerIndirectVectorLoadOp	316/384	5	44	dcc/src/Conversion/AgenToSentient/Helper.cpp:3169	11392-11437	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine,e027_constructLoadAndSendStmt,e064_size
e317_lowerIndirectVectorStoreOp	317/384	5	46	dcc/src/Conversion/AgenToSentient/Helper.cpp:3217	11439-11486	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine,e028_constructReceiveAndStoreStmt,e064_size
e318_lowerLDCVTIPattern	318/384	5	326	dcc/src/Conversion/AgenToSentient/Helper.cpp:3444	11488-11815	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e019_AccessDetailsAffine,e026_has,e052_If,e064_size,e150_get
e319_lowerSyncForAQueryMap	319/384	5	166	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:1728	11817-11984	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	e026_has,e039_isSenComponentL0LU,e040_isSenComponentL0SU,e043_isTargetL3,e064_size,e150_get
e320_getOperand	320/384	5	4	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorOperands.cpp:378	11986-11991	src/bridges/dataflow_ir_to_sentient/vc_vector_operands.rs	-
e321_transformCompLoadAndStore	321/384	5	92	dcc/src/Transform/Dataflow/MutableAddrSplitting.cpp:451	11993-12086	src/bridges/dataflow_ir_to_sentient/tf_mutable_addr_splitting.rs	e115_createNewMemViewWithMod,e208_emplace_insert
e322_transformCompIndLoadAndStore	322/384	5	124	dcc/src/Transform/Dataflow/MutableAddrSplitting.cpp:546	12088-12213	src/bridges/dataflow_ir_to_sentient/tf_mutable_addr_splitting.rs	e052_If,e115_createNewMemViewWithMod,e208_emplace_insert
e323_shiftMutableAddr	323/384	5	19	dcc/src/Transform/Dataflow/MutableStartAddrShifting.cpp:366	12215-12235	src/bridges/dataflow_ir_to_sentient/tf_mutable_start_addr_shifting.rs	e019_AccessDetailsAffine,e052_If
e324_analyzeAndConstructValidPages	324/384	5	32	dcc/src/Transform/Dataflow/TransformPagedMemView/TransformPagedMemViewImpl.cpp:152	12237-12270	src/bridges/dataflow_ir_to_sentient/tf_transform_paged_mem_view_impl.rs	e064_size
e325_transform_time	325/384	5	98	dcc/src/Transform/Dataflow/TransformPagedMemView/TransformPagedMemViewImpl.cpp:977	12272-12371	src/bridges/dataflow_ir_to_sentient/tf_transform_paged_mem_view_impl.rs	e052_If,e064_size,e128_createNewMemOp
e326_initialize_time	326/384	5	23	dcc/src/Transform/Dataflow/TransformPagedMemView/TransformPagedMemViewImpl.cpp:1095	12373-12398	src/bridges/dataflow_ir_to_sentient/tf_transform_paged_mem_view_impl.rs	e064_size,e208_emplace_insert
e327_gatherSymbolicLoadStoreDetails	327/384	6	153	dcc/src/Conversion/AgenToSentient/Helper.cpp:1051	12404-12558	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e026_has,e052_If,e064_size,e149_insert,e264_createForOpWithAdditionalReturnValue
e328_adjustMutableAddrInitForIndirect	328/384	6	127	dcc/src/Conversion/AgenToSentient/Helper.cpp:1447	12560-12688	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e026_has,e052_If,e058_dominates,e149_insert
e329_lowerCompositeLoadOp	329/384	6	17	dcc/src/Conversion/AgenToSentient/Helper.cpp:3106	12690-12708	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e064_size
e330_lowerCompositeStoreOp	330/384	6	17	dcc/src/Conversion/AgenToSentient/Helper.cpp:3127	12710-12728	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e064_size
e331_lowerCompositeLoadAndStoreOp	331/384	6	17	dcc/src/Conversion/AgenToSentient/Helper.cpp:3148	12730-12748	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e064_size
e332_lowerCompositeIndirectLoadOp	332/384	6	42	dcc/src/Conversion/AgenToSentient/Helper.cpp:3267	12750-12793	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e333_lowerCompositeIndirectStoreOp	333/384	6	42	dcc/src/Conversion/AgenToSentient/Helper.cpp:3313	12795-12838	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e334_lowerCompositeIndirectLoadAndStoreOp	334/384	6	17	dcc/src/Conversion/AgenToSentient/Helper.cpp:3359	12840-12858	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e064_size
e335_insertCopyAndAddStmts	335/384	6	13	dcc/src/Conversion/AgenToSentient/Helper.cpp:3861	12860-12874	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e029_insertCopyAndAddStmtsHelper
e336_adjustMutableAddrInitForStride	336/384	6	47	dcc/src/Conversion/AgenToSentient/Helper.cpp:4034	12876-12924	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e052_If,e064_size
e337_lowerSyncOperation	337/384	6	80	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:1901	12926-13007	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	e026_has,e052_If,e064_size
e338_ConstructIFRecursively	338/384	6	125	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:113	13009-13135	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	e045_getSentientCmpIPredicate,e048_getSentientCmpIPredicate,e052_If,e150_get
e339_SimplifyOrIOp	339/384	6	43	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:389	13137-13181	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e340_analyzeAndFillOperandForwarding	340/384	6	25	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorChainHelper.cpp:535	13183-13209	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_helper.rs	e150_get
e341_analyzeNonComputeOpsForFusion	341/384	6	86	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorChainHelper.cpp:610	13211-13298	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_helper.rs	e052_If,e058_dominates,e227_OperandReuse
e342_analyzeAndFillResultForwarding	342/384	6	27	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorChainHelper.hpp:162	13300-13328	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_helper.rs	e150_get
e343_getOperandFromCastOp	343/384	6	5	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorOperands.cpp:354	13330-13336	src/bridges/dataflow_ir_to_sentient/vc_vector_operands.rs	-
e344_lowerDanglingNonComputeOpsPESFP	344/384	6	93	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPESFP/VectorChainToSentientPESFP.cpp:1274	13338-13432	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pesfp.rs	e026_has,e150_get,e227_OperandReuse
e345_processXrfPtrPerUnit	345/384	6	190	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPT/LoweringXRF.cpp:337	13434-13625	src/bridges/dataflow_ir_to_sentient/vc_lowering_xrf.rs	e064_size,e149_insert,e150_get
e346_lowerDanglingNonComputeOps	346/384	6	88	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPT/VectorChainToSentientPT.cpp:882	13627-13716	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pt.rs	e026_has,e150_get,e227_OperandReuse
e347_topLevelConditionsMatch	347/384	6	31	dcc/src/Transform/Dataflow/Analysis/CFGSDataflowConditionalTree.cpp:279	13718-13750	src/bridges/dataflow_ir_to_sentient/tf_cfgs_dataflow_conditional_tree.rs	e150_get
e348_singleOpBranchToYieldVal	348/384	6	18	dcc/src/Transform/Dataflow/Analysis/CFGSDataflowConditionalTree.cpp:498	13752-13771	src/bridges/dataflow_ir_to_sentient/tf_cfgs_dataflow_conditional_tree.rs	e064_size
e349_isLoopInvariant	349/384	6	66	dcc/src/Transform/Dataflow/Analysis/CFGSDataflowConditionalTree.cpp:681	13773-13840	src/bridges/dataflow_ir_to_sentient/tf_cfgs_dataflow_conditional_tree.rs	e064_size,e082_getFirstChild,e103_getFirstChild
e350_matchAndRewrite	350/384	6	170	dcc/src/Transform/Dataflow/DuplicateReusedToggle.cpp:33	13842-14013	src/bridges/dataflow_ir_to_sentient/tf_duplicate_reused_toggle.rs	e026_has,e052_If,e064_size,e264_createForOpWithAdditionalReturnValue
e351_runOnOperation	351/384	6	70	dcc/src/Transform/Dataflow/MutableAddrSplitting.cpp:226	14015-14086	src/bridges/dataflow_ir_to_sentient/tf_mutable_addr_splitting.rs	e149_insert
e352_transformVectorLoad	352/384	6	25	dcc/src/Transform/Dataflow/MutableStartAddrShifting.cpp:201	14088-14114	src/bridges/dataflow_ir_to_sentient/tf_mutable_start_addr_shifting.rs	e019_AccessDetailsAffine,e052_If,e208_emplace_insert
e353_transformVectorStore	353/384	6	24	dcc/src/Transform/Dataflow/MutableStartAddrShifting.cpp:229	14116-14141	src/bridges/dataflow_ir_to_sentient/tf_mutable_start_addr_shifting.rs	e019_AccessDetailsAffine,e052_If,e208_emplace_insert
e354_transformCompLoadAndStore	354/384	6	39	dcc/src/Transform/Dataflow/MutableStartAddrShifting.cpp:256	14143-14183	src/bridges/dataflow_ir_to_sentient/tf_mutable_start_addr_shifting.rs	e052_If,e208_emplace_insert
e355_transformCompIndLoadAndStore	355/384	6	54	dcc/src/Transform/Dataflow/MutableStartAddrShifting.cpp:298	14185-14240	src/bridges/dataflow_ir_to_sentient/tf_mutable_start_addr_shifting.rs	e052_If,e208_emplace_insert
e356_transform	356/384	6	39	dcc/src/Transform/Dataflow/TransformPagedMemView/TransformPagedMemViewImpl.cpp:592	14242-14283	src/bridges/dataflow_ir_to_sentient/tf_transform_paged_mem_view_impl.rs	e135_eraseMemOpAndUseChain,e150_get
e357_generateAffineAddressManipulationStmts	357/384	7	381	dcc/src/Conversion/AgenToSentient/Helper.cpp:625	14289-14672	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e004_setMemViewStartAddr,e030_getLoopNestLevel,e052_If,e064_size,e149_insert,e264_createForOpWithAdditionalReturnValue
e358_constructLoadAndSendStmt	358/384	7	104	dcc/src/Conversion/AgenToSentient/Helper.cpp:1910	14674-14779	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e149_insert,e150_get
e359_constructReceiveAndStoreStmt	359/384	7	131	dcc/src/Conversion/AgenToSentient/Helper.cpp:2025	14781-14913	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e064_size,e150_get
e360_constructSymbolicDetailsAndAddrs	360/384	7	16	dcc/src/Conversion/AgenToSentient/Helper.cpp:2849	14915-14932	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e208_emplace_insert
e361_runOnOperation	361/384	7	33	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:2014	14934-14968	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e362_LowerSelectOpToSentient	362/384	7	19	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:243	14970-14990	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	e338_ConstructIFRecursively
e363_LowerLogicalOpToSentient	363/384	7	19	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:264	14992-15012	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	e338_ConstructIFRecursively
e364_patternAgnosticFuseNonComputeOpsHelper	364/384	7	222	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPESFP/VectorChainToSentientPESFP.cpp:96	15014-15237	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pesfp.rs	e026_has,e052_If,e064_size,e150_get,e279_createSplatOperation
e365_fillOpInfo	365/384	7	83	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPESFP/VectorChainToSentientPESFP.cpp:1070	15239-15323	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pesfp.rs	e052_If,e064_size,e149_insert,e229_getMaskValueForNonPT,e342_analyzeAndFillResultForwarding
e366_fuseNonComputeOps	366/384	7	80	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPESFP/VectorChainToSentientPESFP.cpp:1159	15325-15406	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pesfp.rs	e026_has,e052_If,e149_insert,e227_OperandReuse
e367_createXrfIndexModifOps	367/384	7	97	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPT/LoweringXRF.cpp:564	15408-15506	src/bridges/dataflow_ir_to_sentient/vc_lowering_xrf.rs	e064_size,e149_insert
e368_fuseNonComputeOps	368/384	7	191	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPT/VectorChainToSentientPT.cpp:46	15508-15700	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pt.rs	e026_has,e052_If,e064_size,e150_get,e227_OperandReuse
e369_fuseComputeOps	369/384	7	628	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPT/VectorChainToSentientPT.cpp:245	15702-16331	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pt.rs	e052_If,e064_size,e068_getVectorBinaryToSentientBinary,e069_getVectorElementWiseCompareOperatorToSentientBinaryOperator,e070_getVectorTernaryToSentientTernary,e149_insert,e150_get,e227_OperandReuse,e342_analyzeAndFillResultForwarding
e370_areShallowlyMergeable	370/384	7	34	dcc/src/Transform/Dataflow/Analysis/CFGSDataflowConditionalTree.cpp:343	16333-16368	src/bridges/dataflow_ir_to_sentient/tf_cfgs_dataflow_conditional_tree.rs	e026_has,e347_topLevelConditionsMatch
e371_hoistLoopInvariantConditionals	371/384	7	42	dcc/src/Transform/Dataflow/Analysis/CFGSDataflowConditionalTree.cpp:750	16370-16413	src/bridges/dataflow_ir_to_sentient/tf_cfgs_dataflow_conditional_tree.rs	e052_If,e079_OperationNode,e088_getRoot,e101_OperationNode,e107_getRoot
e372_runOnOperation	372/384	7	69	dcc/src/Transform/Dataflow/MutableStartAddrShifting.cpp:130	16415-16485	src/bridges/dataflow_ir_to_sentient/tf_mutable_start_addr_shifting.rs	e149_insert
e373_run	373/384	7	6	dcc/src/Transform/Dataflow/TransformPagedMemView/TransformPagedMemViewImpl.cpp:647	16487-16495	src/bridges/dataflow_ir_to_sentient/tf_transform_paged_mem_view_impl.rs	-
e374_lowerSymbolicVectorLoadOp	374/384	8	26	dcc/src/Conversion/AgenToSentient/Helper.cpp:3380	16501-16528	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e026_has,e150_get
e375_lowerSymbolicVectorStoreOp	375/384	8	30	dcc/src/Conversion/AgenToSentient/Helper.cpp:3410	16530-16561	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	e028_constructReceiveAndStoreStmt,e064_size,e150_get
e376_runOnOperation	376/384	8	34	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:439	16563-16598	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e377_matchAndRewrite	377/384	8	12	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPESFP/VectorChainToSentientPESFP.cpp:44	16600-16613	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pesfp.rs	e364_patternAgnosticFuseNonComputeOpsHelper
e378_runOnOperation	378/384	8	30	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPESFP/VectorChainToSentientPESFP.cpp:1374	16615-16646	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pesfp.rs	e227_OperandReuse,e344_lowerDanglingNonComputeOpsPESFP
e379_runOnOperation	379/384	8	54	dcc/src/Conversion/VectorChainLowering/VectorChainToSentientPT/VectorChainToSentientPT.cpp:975	16648-16703	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_to_sentient_pt.rs	e052_If,e064_size,e227_OperandReuse
e380_shallowlyMergeConditionals	380/384	8	76	dcc/src/Transform/Dataflow/Analysis/CFGSDataflowConditionalTree.cpp:198	16705-16782	src/bridges/dataflow_ir_to_sentient/tf_cfgs_dataflow_conditional_tree.rs	e026_has,e052_If,e079_OperationNode,e083_getNextSibling,e088_getRoot,e101_OperationNode,e104_getNextSibling,e107_getRoot
e381_simplifyValueBasedConditionals	381/384	8	30	dcc/src/Transform/Dataflow/Analysis/CFGSDataflowConditionalTree.cpp:466	16784-16816	src/bridges/dataflow_ir_to_sentient/tf_cfgs_dataflow_conditional_tree.rs	e052_If,e082_getFirstChild,e083_getNextSibling,e088_getRoot,e099_ConditionalSimplificationManager,e103_getFirstChild,e104_getNextSibling,e107_getRoot
e382_fuseLoadOrStoreChainOps	382/384	9	144	dcc/src/Conversion/AgenToSentient/AgenToSentient.cpp:22	16822-16967	src/bridges/dataflow_ir_to_sentient/agen_agen_to_sentient.rs	-
e383_runOnOperation	383/384	9	80	dcc/src/Transform/Dataflow/CFGSimplificationDataflowLevel.cpp:77	16969-17051	src/bridges/dataflow_ir_to_sentient/tf_cfg_simplification_dataflow_level.rs	e284_hoistCommonConditionals,e380_shallowlyMergeConditionals
e384_runOnOperation	384/384	10	81	dcc/src/Conversion/AgenToSentient/AgenToSentient.cpp:169	17057-17139	src/bridges/dataflow_ir_to_sentient/agen_agen_to_sentient.rs	e318_lowerLDCVTIPattern
